Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,FIRSTLINE SUPERVISORS CONST & EXT OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,FIRSTLINE SUPERVISORS CONST & EXT OCCUPATIONS,MN PERITONEUM AND PLEURA,108,<5,,3,604
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,BRICKMASONS & STONEMASONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,BRICKMASONS & STONEMASONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,BRICKMASONS & STONEMASONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,BRICKMASONS & STONEMASONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,BOILERMAKERS & OPER. ENGINEERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,BOILERMAKERS & OPER. ENGINEERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,BOILERMAKERS & OPER. ENGINEERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,BOILERMAKERS & OPER. ENGINEERS,MN PERITONEUM AND PLEURA,138,<5,,3,769
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,CARPET INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,CARPET INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,CARPET INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,CARPET INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,CARPENTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,CARPENTERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,CARPENTERS,MN PERITONEUM AND PLEURA,4446,<5,p<0.05,111,24774
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,CARPENTERS,MN PERITONEUM AND PLEURA,64,<5,,2,359
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,DRYWALL INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,DRYWALL INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,DRYWALL INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,DRYWALL INSTALLERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,ELECTRICIANS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,ELECTRICIANS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,ELECTRICIANS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,ELECTRICIANS,MN PERITONEUM AND PLEURA,89,<5,,2,493
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",MN PERITONEUM AND PLEURA,194,<5,,5,1084
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",MN PERITONEUM AND PLEURA,212,<5,,5,1180
,,,"[0]642, [8]556, 579, [9]556, 579","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PAPERHANGERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PAPERHANGERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PAPERHANGERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PAPERHANGERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PLASTERERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PLASTERERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PLASTERERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PLASTERERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",MN PERITONEUM AND PLEURA,268,<5,,32,970
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,GLAZIERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,GLAZIERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,GLAZIERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,GLAZIERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,INSULATION WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,INSULATION WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,INSULATION WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,INSULATION WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,REINFORCING IRON & REBAR WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]650,"[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,REINFORCING IRON & REBAR WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]650,"[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,REINFORCING IRON & REBAR WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]650,"[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,REINFORCING IRON & REBAR WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]650,"[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,ROOFERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,ROOFERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,ROOFERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,ROOFERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,SHEETMETAL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,SHEETMETAL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,SHEETMETAL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,SHEETMETAL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,CONSTRUCTION LABORERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]626, [8]869, [9]869","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,CONSTRUCTION LABORERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]626, [8]869, [9]869","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,CONSTRUCTION LABORERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]626, [8]869, [9]869","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,CONSTRUCTION LABORERS,MN PERITONEUM AND PLEURA,97,<5,,2,539
,,,"[0]626, [8]869, [9]869","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PILE-DRIVER OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]631,"[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PILE-DRIVER OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]631,"[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PILE-DRIVER OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]631,"[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PILE-DRIVER OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]631,"[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,STRUCTURAL IRON & STEEL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,STRUCTURAL IRON & STEEL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,STRUCTURAL IRON & STEEL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,STRUCTURAL IRON & STEEL WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,ELEVATOR INSTALLERS & REPAIRERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"DRILLERS, EARTH",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"DRILLERS, EARTH",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"DRILLERS, EARTH",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"DRILLERS, EARTH",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"HELPERS, CONSTRUCTION TRADES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"HELPERS, CONSTRUCTION TRADES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"HELPERS, CONSTRUCTION TRADES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"HELPERS, CONSTRUCTION TRADES",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"CONSTRUCTION TRADES, NEC",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"CONSTRUCTION TRADES, NEC",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"CONSTRUCTION TRADES, NEC",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"CONSTRUCTION TRADES, NEC",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,EXTRACTIVE OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,EXTRACTIVE OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,EXTRACTIVE OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,EXTRACTIVE OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,EXPLOSIVES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,EXPLOSIVES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,EXPLOSIVES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,EXPLOSIVES WORKERS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,MINING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,MINING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,MINING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,MINING MACHINE OPERATORS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"ROOF BOLTERS, MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]691,"[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"ROOF BOLTERS, MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]691,"[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"ROOF BOLTERS, MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]691,"[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"ROOF BOLTERS, MINING",MN PERITONEUM AND PLEURA,0,<5,,,
,,,[0]691,"[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PRECISION PRODUCTION OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]770-896, [8]633-699, [9]628-699","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PRECISION PRODUCTION OCCUPATIONS,MN PERITONEUM AND PLEURA,355,<5,,9,1981
,,,"[0]770-896, [8]633-699, [9]628-699","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PRECISION PRODUCTION OCCUPATIONS,MN PERITONEUM AND PLEURA,85,6,,31,184
,,,"[0]770-896, [8]633-699, [9]628-699","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PRECISION PRODUCTION OCCUPATIONS,MN PERITONEUM AND PLEURA,125,8,,54,247
,,,"[0]770-896, [8]633-699, [9]628-699","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]770, [8]633, [9]628","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN PERITONEUM AND PLEURA,1641,<5,,41,9142
,,,"[0]770, [8]633, [9]628","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN PERITONEUM AND PLEURA,243,<5,,50,709
,,,"[0]770, [8]633, [9]628","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",MN PERITONEUM AND PLEURA,122,<5,,15,441
,,,"[0]770, [8]633, [9]628","[0]C384, C48, [9]158, 163",,,,,
B,F,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659","[0]C384, C48, [9]158, 163",,,,,
B,M,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659","[0]C384, C48, [9]158, 163",,,,,
W,F,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,0,<5,,,
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659","[0]C384, C48, [9]158, 163",,,,,
W,M,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,MN PERITONEUM AND PLEURA,80,<5,,10,290
